artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,5YearRange,10YearRange
0.14285714285714285,1.0,0.4545454545454545,0.7333333333333333,0.004464032383150168,0.061224489795918366,0.010720163183837188,0.013392857142857142,0.02181818181818182,0.025667351129363452,0.46099290780141844,0.547945205479452,0.34408602150537637,0.28409090909090906,0.7835051546391752,0.0,0.3404255319148936,0.1129032258064516,1.0,1.0
0.0,0.9892473118279561,0.8181818181818182,0.6666666666666666,0.04882062534284147,0.027210884353741496,0.11699955357665377,0.02827380952380952,0.10545454545454545,0.021560574948665298,0.5319148936170213,0.5616438356164384,0.15053763440860218,0.3181818181818182,0.7422680412371134,0.0,0.09574468085106383,0.08064516129032258,1.0,1.0
0.0,0.29032258064516014,0.0,0.0,0.08124160629504228,0.0,0.04823512185307833,0.047619047619047616,0.01090909090909091,0.06673511293634497,0.7801418439716311,0.38356164383561636,0.967741935483871,0.28409090909090906,0.7525773195876289,0.0,0.07446808510638298,0.04838709677419355,0.277777777777775,0.22222222222222143
0.2857142857142857,0.9892473118279561,0.4545454545454545,0.06666666666666668,0.016323982824824557,0.027210884353741496,0.04754488661278336,0.041666666666666664,0.0,0.055441478439425054,0.46099290780141844,0.9863013698630136,0.849462365591398,0.5454545454545454,0.5567010309278351,0.0,0.07446808510638298,0.3709677419354839,1.0,1.0
0.0,1.0,0.0,0.7333333333333333,0.0019482853197646925,0.027210884353741496,0.044970878462192186,0.005952380952380952,0.02181818181818182,0.0,0.3900709219858156,0.4520547945205479,0.17204301075268819,0.38636363636363635,0.9175257731958762,0.0,0.09574468085106383,0.03225806451612903,1.0,1.0
0.0,1.0,0.4545454545454545,0.9666666666666667,0.025838424726199707,0.7687074829931972,0.037798402385085327,0.13988095238095238,0.7527272727272727,0.09342915811088295,0.5177304964539007,0.38356164383561636,0.3010752688172043,0.5,0.17525773195876287,0.0,0.2978723404255319,0.06451612903225806,1.0,1.0
0.2857142857142857,0.9892473118279561,0.9999999999999999,0.03333333333333333,0.03932509883292035,0.3945578231292517,0.07732336117659784,0.025297619047619048,0.43272727272727274,0.019507186858316223,0.16312056737588654,0.6164383561643836,0.13978494623655913,0.7045454545454546,0.15463917525773196,0.0,0.08510638297872342,0.04838709677419355,1.0,1.0
0.0,0.956989247311828,0.1818181818181818,0.2,0.1251253144683829,0.0,0.267646380211499,0.15922619047619047,0.1709090909090909,0.5995893223819302,0.049645390070921946,0.30136986301369867,0.24731182795698925,0.2727272727272727,0.845360824742268,0.0,0.11702127659574468,0.03225806451612903,0.9444444444444429,0.8888888888888893
0.0,0.9892473118279561,0.5454545454545454,0.6333333333333333,0.07827188983676017,0.29931972789115646,0.13020213693513022,0.08482142857142856,0.16,0.18788501026694046,0.5319148936170213,0.9315068493150684,1.0000000000000002,0.5454545454545454,0.3917525773195876,0.0,0.39361702127659576,0.4354838709677419,1.0,1.0
0.0,0.9892473118279561,0.2727272727272727,0.23333333333333334,0.012389581402387122,0.013605442176870748,0.03951528707403738,0.016369047619047616,0.02181818181818182,0.012320328542094456,0.3049645390070922,0.6575342465753424,0.5483870967741936,0.3977272727272727,0.7628865979381443,0.0,0.08510638297872342,0.06451612903225806,1.0,1.0
0.14285714285714285,1.0,0.4545454545454545,0.0,0.04076266858342633,0.6190476190476191,0.04959741172950171,0.09970238095238095,0.7745454545454545,0.09034907597535935,0.5390070921985816,0.9452054794520548,0.6666666666666667,0.5568181818181818,0.1958762886597938,0.0,0.05319148936170213,0.3548387096774194,1.0,1.0
0.0,0.8817204301075279,0.8181818181818182,0.4666666666666667,0.3469082792668394,0.564625850340136,0.4896662082004938,0.3720238095238095,0.44363636363636366,,0.4113475177304964,0.30136986301369867,0.09677419354838711,0.5113636363636364,0.7216494845360825,0.0,0.06382978723404256,0.03225806451612903,0.8888888888888893,0.8888888888888893
0.2857142857142857,1.0,0.09090909090909091,0.13333333333333333,0.030397034066620005,0.06802721088435373,0.055895386679913825,0.0,0.0,0.021560574948665298,0.46099290780141844,0.6301369863013699,0.34408602150537637,0.9204545454545454,0.010309278350515464,0.1098901098901099,0.12765957446808512,0.03225806451612903,1.0,1.0
0.0,0.9892473118279561,0.4545454545454545,0.3,0.01333535097508843,0.0,0.08933261529445892,0.00744047619047619,0.48,0.017453798767967148,0.08510638297872342,0.6712328767123288,0.7096774193548389,0.8295454545454546,0.020618556701030927,0.0,0.010638297872340427,0.24193548387096772,1.0,1.0
0.0,0.9892473118279561,0.9999999999999999,0.26666666666666666,0.04738305559233548,0.04081632653061224,0.07692058245779798,0.08779761904761904,0.36363636363636365,0.059548254620123205,0.24822695035460995,0.1780821917808219,0.25806451612903225,0.21590909090909088,0.8350515463917526,0.0,0.1595744680851064,0.016129032258064516,1.0,1.0
0.0,1.0,0.0,0.8666666666666667,0.0062042483969205735,0.0,0.029061332763715624,0.017857142857142856,0.20363636363636364,0.013347022587268994,0.42553191489361697,0.6575342465753424,0.849462365591398,0.9090909090909092,0.010309278350515464,0.0,0.14893617021276595,0.1129032258064516,1.0,1.0
0.0,0.9892473118279561,0.9999999999999999,0.26666666666666666,0.053114419202905404,0.17006802721088435,0.10790918372682969,0.08630952380952381,0.5672727272727273,0.043121149897330596,0.5531914893617021,0.4520547945205479,0.3763440860215054,0.5227272727272727,0.14432989690721648,0.0,0.08510638297872342,0.17741935483870966,1.0,1.0
0.0,0.9892473118279561,0.36363636363636365,0.6333333333333333,0.04047893771161594,0.0,0.051090606869674024,0.026785714285714284,0.0036363636363636364,0.028747433264887066,0.2907801418439716,0.821917808219178,0.924731182795699,0.625,0.36082474226804123,0.05494505494505495,0.06382978723404256,0.03225806451612903,1.0,1.0
0.0,0.9892473118279561,0.36363636363636365,0.16666666666666669,0.07515085024684585,0.22448979591836735,0.2828044669674511,0.050595238095238096,0.23636363636363636,0.044147843942505136,0.23404255319148937,0.7808219178082192,0.20430107526881724,0.4431818181818181,0.14432989690721648,0.0,0.031914893617021274,0.04838709677419355,1.0,1.0
